,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1014,1.06,5,2,7,60.2,57.0,6.62,6.66,4.0,6958.952022897701
1015,0.54,2,7,3,63.7,57.0,5.22,5.14,3.3,1527.355600255018
1016,0.52,3,6,2,62.6,58.0,5.11,5.14,3.21,770.8307813519195
1017,0.41,5,6,5,62.1,56.0,4.78,4.75,2.96,1704.7855436387804
1018,0.5,2,6,6,61.6,62.0,5.04,5.09,3.12,2476.1717765802478
1019,1.06,5,2,2,62.7,58.0,6.48,6.5,4.07,4344.205849029922
1020,0.44,5,6,3,61.1,56.0,4.92,4.9,3.0,988.3873219225432
1021,0.73,5,5,5,62.6,56.0,5.73,5.71,3.58,3967.229096618281
1022,0.56,5,7,4,61.9,57.0,5.26,5.3,3.27,2720.5361835560047
1023,0.42,3,7,2,63.1,56.0,4.8,4.74,3.01,326.0
1024,0.81,3,5,6,63.1,56.0,5.99,5.9,3.75,4821.398467761499
1025,0.72,5,2,4,61.8,56.0,5.72,5.77,3.56,2465.881256133613
1026,0.41,5,7,4,62.4,55.0,4.76,4.79,2.98,1547.5827501399363
1027,1.01,3,2,3,63.3,59.0,6.26,6.22,3.95,4178.735754353329
1028,1.13,5,6,1,62.0,55.0,6.66,6.7,4.14,5871.175495170519
1029,1.53,4,5,4,58.5,60.0,7.62,7.56,4.44,10566.9475296522
1030,0.72,5,3,7,62.5,57.0,5.7,5.73,3.57,4223.815579161973
1031,0.7,3,6,2,59.5,56.0,5.79,5.81,3.45,2429.7414205919663
1032,1.09,3,4,4,60.9,56.0,6.67,6.7,4.07,6111.142318003405
1033,1.22,3,2,5,61.6,60.0,6.86,6.8,4.21,7037.4792052053635
1034,0.31,5,7,5,60.5,55.0,4.43,4.39,2.67,1410.1271708730367
1035,0.42,5,4,8,62.7,56.0,4.76,4.77,2.99,2636.9801833923057
1036,0.3,4,5,4,60.7,58.0,4.35,4.32,2.63,326.0
1037,1.31,4,1,3,60.7,58.0,7.11,7.06,4.3,6714.330108293483
1038,1.01,2,5,2,64.3,59.0,6.33,6.26,4.05,4383.084983040785
1039,1.26,4,3,2,61.3,57.0,6.96,6.87,4.24,6426.144915457443
1040,2.23,4,1,2,60.5,61.0,8.47,8.4,5.1,14889.903750871988
1041,0.72,2,5,3,60.4,61.0,5.75,5.8,3.49,2533.125625714173
1042,1.0,1,5,4,64.7,59.0,6.22,6.15,4.0,5218.4733556541
1043,0.53,2,2,5,64.3,55.0,5.17,5.13,3.31,852.5578029059102
1044,2.01,3,4,3,63.1,59.0,8.03,7.98,5.05,14085.450009520457
1045,0.32,5,7,6,61.3,55.8,4.43,4.44,2.71,1933.4842928068438
1046,1.04,5,3,3,62.7,54.0,6.51,6.47,4.07,5029.111573021347
1047,1.22,5,4,8,61.7,56.0,6.87,6.91,4.25,9515.594886601832
1048,1.0,2,3,3,63.7,60.0,6.33,6.3,4.02,4154.384054728261
1049,0.31,5,7,8,61.1,56.0,4.39,4.42,2.69,2872.824447551917
1050,2.01,4,3,4,62.8,58.0,7.99,7.9,4.99,14467.745486718159
1051,0.36,5,5,5,61.3,54.0,4.63,4.65,2.84,1092.0040280373553
1052,0.39,3,2,6,62.7,58.0,4.65,4.67,2.92,469.5447722945087
1053,0.33,4,4,5,61.6,58.0,4.44,4.39,2.72,358.94324706453426
1054,0.32,4,2,8,60.3,58.0,4.45,4.41,2.67,1204.9533726801358
1055,0.4,5,5,2,62.1,54.0,4.75,4.78,2.96,326.0
1056,1.0,3,7,3,62.1,61.0,6.3,6.32,3.92,5699.984392642619
1057,0.33,1,3,6,65.1,59.0,4.4,4.32,2.84,326.0
1058,1.5,5,4,5,61.3,56.0,7.41,7.37,4.53,10595.40179425722
1059,0.81,3,2,5,63.2,59.0,5.9,5.84,3.71,3343.8624592361884
1060,0.32,3,4,7,60.9,57.0,4.41,4.44,2.69,1243.6349458308466
1061,1.11,3,3,5,63.2,57.0,6.61,6.53,4.15,6336.975133590304
1062,0.5,5,3,4,60.8,56.0,5.17,5.19,3.14,976.0906279303781
1063,0.33,2,2,5,63.1,56.0,4.38,4.4,2.77,326.0
1064,0.27,1,6,5,66.4,58.0,3.99,4.02,2.66,326.0
1065,1.7,5,3,1,61.3,55.0,7.7,7.63,4.7,10200.020966203158
1066,0.4,3,6,3,60.8,62.0,4.72,4.76,2.88,359.5884333834365
1067,1.51,2,6,2,63.1,58.0,7.28,7.31,4.6,9399.918995862745
1068,0.3,3,6,4,61.9,61.0,4.28,4.32,2.66,326.0
1069,0.64,3,7,3,63.7,54.0,5.47,5.52,3.5,2590.2818034349366
1070,0.9,2,5,3,62.8,64.0,6.18,5.99,3.82,3818.632086594055
1071,1.0,3,3,2,60.2,61.0,6.44,6.48,3.89,3943.7547840905954
1072,1.01,5,7,4,59.8,56.0,6.49,6.52,3.89,6705.207173718083
1073,0.41,3,6,3,62.9,57.0,4.72,4.76,2.98,425.26246505494964
1074,1.0,1,5,4,68.4,58.0,5.97,6.1,4.13,5160.501986422072
1075,0.31,3,4,3,61.5,59.0,4.34,4.38,2.68,326.0
1076,1.03,3,7,2,61.8,60.0,6.42,6.45,3.98,5470.012416416791
1077,1.03,4,3,3,61.9,58.0,6.49,6.43,4.0,4779.713581561471
1078,0.91,4,4,6,61.8,58.0,6.24,6.16,3.83,5535.277329042621
1079,0.31,3,6,7,60.0,56.0,4.45,4.49,2.68,1847.46626543693
1080,0.8,3,6,3,62.9,60.0,5.87,5.89,3.7,3553.825139987019
1081,1.02,3,7,3,62.7,60.0,6.34,6.39,3.99,5858.224643325021
1082,1.0,5,4,5,62.5,54.0,6.41,6.45,4.02,6027.190524629621
1083,0.34,4,7,3,62.8,58.0,4.48,4.44,2.8,326.0
1084,1.0,5,4,4,62.3,54.0,6.42,6.38,3.99,5532.503931633775
1085,0.73,5,4,4,61.7,56.0,5.79,5.81,3.58,3166.9063721049206
1086,0.34,2,6,3,63.3,57.0,4.44,4.47,2.82,326.0
1087,1.0,4,1,3,62.8,59.0,6.37,6.27,3.97,3812.7133422485904
1088,0.54,5,4,5,61.8,55.3,5.22,5.24,3.23,2123.1971609629863
1089,1.02,3,5,2,60.9,58.0,6.43,6.55,3.95,4836.535956512205
1090,0.8,3,4,6,62.5,56.0,5.95,5.98,3.73,4477.628340228777
1091,0.31,3,3,3,61.0,61.0,4.33,4.39,2.66,326.0
1092,2.0,4,7,2,61.6,59.0,8.2,8.09,5.02,14542.532013209682
1093,1.5,4,1,6,61.5,60.0,7.31,7.27,4.48,9972.245173506457
1094,1.22,4,2,2,62.5,58.0,6.8,6.76,4.24,5686.2604882494525
1095,0.72,3,2,4,61.8,60.0,5.72,5.76,3.55,2121.05135570142
1096,0.3,2,4,2,63.3,57.0,4.25,4.28,2.7,326.0
1097,0.54,2,6,4,60.2,61.0,5.27,5.32,3.19,1848.4702095114612
1098,1.02,4,5,3,62.3,58.0,6.38,6.46,4.0,5383.694082093125
1099,1.01,3,5,4,63.1,60.0,6.39,6.29,4.0,5524.79583654015
1100,0.3,5,4,8,60.9,56.0,4.34,4.36,2.65,1855.26856373242
1101,1.19,4,2,2,61.6,56.0,6.87,6.83,4.22,5429.136136892131
1102,1.51,2,2,2,63.6,60.0,7.23,7.27,4.61,8057.585141629407
1103,1.02,2,4,1,57.4,59.0,6.64,6.6,3.8,3970.442809292682
1104,3.22,5,2,1,62.6,55.0,9.49,9.42,5.92,18823.0
1105,0.41,5,6,3,62.9,57.0,4.76,4.72,2.98,629.0831455069665
1106,0.52,3,7,2,62.4,59.0,5.05,5.15,3.18,1138.0463103918396
1107,1.52,4,7,3,60.8,61.0,7.39,7.26,4.45,10584.986893986217
1108,0.36,5,3,7,62.0,54.0,4.59,4.61,2.85,1424.0055104435064
1109,0.51,4,7,3,62.7,59.0,5.08,5.06,3.18,1597.263152765133
1110,0.53,4,1,4,62.7,56.0,5.18,5.15,3.24,366.50041456022564
1111,1.01,2,5,2,61.3,62.0,6.44,6.48,3.96,4460.38405950209
1112,0.7,2,5,1,63.9,60.0,5.65,5.52,3.58,1135.8620629680106
1113,0.34,5,3,4,61.2,55.0,4.49,4.53,2.76,326.0
1114,1.04,4,4,4,62.2,58.0,6.49,6.4,4.01,5685.479855784206
1115,0.39,4,6,4,60.1,61.0,4.76,4.72,2.85,919.4290338123599
1116,1.01,4,5,5,61.7,58.0,6.4,6.43,3.96,6307.941409910827
1117,0.3,3,5,7,62.6,56.0,4.27,4.29,2.68,1358.4947605196737
1118,1.71,5,4,5,63.0,56.0,7.65,7.58,4.8,12508.859680146954
1119,1.1,4,3,4,61.4,58.0,6.68,6.62,4.08,5911.680068610799
1120,1.15,5,3,2,62.6,55.0,6.74,6.65,4.19,5495.93839757256
1121,0.32,5,3,5,61.8,55.0,4.41,4.42,2.73,326.0
1122,2.01,4,4,2,59.9,62.0,8.15,8.04,4.85,13787.621729860752
1123,0.24,3,4,7,61.7,56.0,3.98,4.02,2.46,714.3543057565785
1124,0.41,3,6,2,62.9,58.0,4.74,4.77,2.99,326.0
1125,0.28,3,7,7,60.6,58.0,4.23,4.25,2.57,1935.4892050847425
1126,0.31,4,7,3,60.9,60.0,4.38,4.39,2.67,326.0
1127,0.45,2,5,4,56.8,62.0,5.1,5.14,2.91,955.9291688607461
1128,0.44,3,6,5,60.7,58.0,4.88,4.91,2.97,1765.5780893415001
1129,0.37,5,5,7,61.3,56.0,4.65,4.68,2.86,2131.4280720224024
1130,0.9,4,4,4,62.4,61.0,6.17,6.13,3.84,4360.127438366921
1131,0.53,5,5,2,62.2,53.0,5.19,5.22,3.24,890.0853274840633
1132,0.54,4,2,8,58.8,61.0,5.35,5.29,3.13,2842.0981185662013
1133,1.0,3,6,4,59.0,58.0,6.49,6.53,3.84,6048.219317575749
1134,0.32,5,5,8,61.3,57.0,4.42,4.46,2.72,2266.317285624644
1135,1.23,4,3,2,61.2,57.0,6.89,6.86,4.21,6173.157020537694
1136,1.02,3,6,2,62.8,55.0,6.4,6.43,4.03,5104.337899679564
1137,0.56,4,6,6,59.2,56.0,5.49,5.39,3.22,3324.2992227001723
1138,0.43,5,3,8,62.2,55.0,4.87,4.84,3.02,2392.739864979538
1139,0.52,5,4,5,62.1,54.0,5.14,5.17,3.2,1986.3417174641258
1140,0.38,3,4,3,61.8,53.7,4.67,4.69,2.9,326.0
1141,0.9,3,2,7,63.4,57.0,6.09,6.12,3.87,5188.222314301549
1142,1.72,4,3,3,62.0,57.0,7.67,7.63,4.74,11212.896818721652
1143,0.31,3,3,3,61.7,59.0,4.36,4.39,2.7,326.0
1144,2.02,4,5,2,61.0,59.0,8.2,8.13,4.98,14163.007799843079
1145,0.56,5,6,6,61.0,56.0,5.32,5.36,3.26,3446.7612919135195
1146,0.42,5,4,8,62.0,57.0,4.82,4.8,2.98,2615.8694977738396
1147,0.34,3,2,3,61.3,61.0,4.45,4.49,2.74,326.0
1148,0.43,5,4,5,62.3,56.0,4.82,4.85,3.01,1224.7852973755985
1149,1.51,1,1,3,63.4,60.0,7.31,7.18,4.59,8057.997760002131
1150,0.32,3,4,4,60.2,57.0,4.42,4.45,2.67,326.0
1151,1.24,4,4,5,62.0,55.0,6.95,6.89,4.29,8038.8506647324875
1152,0.31,5,6,5,61.4,56.0,4.38,4.35,2.68,1030.7277388329069
1153,1.32,5,4,6,62.3,57.0,6.96,7.04,4.36,9439.561957700735
1154,1.02,5,3,2,61.6,55.0,6.49,6.43,3.98,4394.739359149917
1155,0.7,3,1,4,61.1,61.0,5.64,5.69,3.46,1683.6892097453742
1156,1.0,4,5,5,62.7,55.0,6.39,6.34,3.99,6202.5154005832665
1157,0.41,5,4,4,61.4,59.0,4.78,4.76,2.93,537.6807738594835
1158,0.52,4,4,3,59.7,60.0,5.22,5.2,3.11,835.5652939176437
1159,0.51,3,7,4,60.5,60.0,5.16,5.19,3.13,2064.556943429505
1160,0.3,4,7,3,61.7,59.0,4.28,4.31,2.65,326.0
1161,0.39,2,7,6,58.1,60.0,4.82,4.85,2.81,2143.4030992148228
1162,0.38,4,4,8,62.5,60.0,4.64,4.61,2.89,2100.7272930142317
1163,1.01,4,5,2,58.3,58.0,6.56,6.55,3.82,4948.265731931431
1164,1.36,5,4,3,60.9,56.0,7.15,7.16,4.36,8344.923112556102
1165,1.21,5,2,3,60.6,55.0,6.92,6.87,4.18,6330.748392535424
1166,0.3,3,5,8,62.1,57.0,4.26,4.3,2.66,1883.0370310213434
1167,0.41,4,7,7,62.2,58.0,4.77,4.71,2.95,2856.1197052800994
1168,2.03,4,1,5,59.3,60.0,8.36,8.28,4.93,14457.018394009232
1169,0.36,5,7,3,62.5,56.0,4.55,4.57,2.85,655.4513113164094
1170,0.4,4,7,3,61.4,56.0,4.83,4.72,2.93,811.1364620961706
1171,2.11,4,7,2,60.9,60.0,8.28,8.21,5.02,15692.030673097255
1172,1.06,5,3,3,63.0,55.0,6.49,6.44,4.08,5210.619877607619
1173,0.33,2,2,5,63.2,57.0,4.37,4.4,2.77,326.0
1174,0.72,4,6,8,61.3,60.0,5.74,5.71,3.51,5557.716374640475
1175,1.51,2,1,3,62.4,64.0,7.31,7.23,4.54,8157.830531804279
1176,1.0,4,4,4,62.9,56.0,6.42,6.27,3.99,5307.883498508378
1177,1.02,5,5,3,62.8,55.0,6.43,6.4,4.03,5494.785257857333
1178,0.43,5,6,2,62.1,56.0,4.85,4.84,3.01,358.69487189764186
1179,1.0,1,4,1,66.4,59.0,6.16,6.09,4.07,3305.3425092937614
1180,1.7,4,2,3,58.6,59.0,7.79,7.75,4.55,10800.784383232187
1181,0.72,5,7,2,61.1,58.0,5.76,5.79,3.53,3050.752140262878
1182,1.22,4,4,3,63.0,57.0,6.84,6.74,4.28,6781.440331816394
1183,1.06,2,5,5,58.5,57.0,6.68,6.73,3.92,6655.590693234863
1184,1.11,5,3,3,60.2,54.0,6.82,6.7,4.07,5720.082511117874
1185,1.01,4,3,2,61.9,59.0,6.42,6.37,3.96,4098.397205933041
1186,1.06,4,4,7,61.1,58.0,6.53,6.57,4.0,7462.269192931158
1187,1.54,4,6,2,59.0,62.0,7.59,7.56,4.47,9929.714762178228
1188,0.56,3,6,3,58.5,59.0,5.42,5.45,3.18,1745.733197449972
1189,0.25,2,5,5,63.6,57.0,4.01,4.04,2.56,326.0
1190,0.9,5,7,3,61.6,56.0,6.19,6.21,3.82,5129.716445466045
1191,0.56,1,6,2,64.5,61.0,5.18,5.14,3.33,664.5232427820829
1192,0.31,5,5,8,60.8,56.0,4.43,4.45,2.7,2216.4443228986147
1193,0.39,3,7,4,60.2,59.0,4.74,4.76,2.86,1185.050664633483
1194,1.01,4,5,5,59.4,60.0,6.5,6.46,3.85,6357.685746817834
1195,2.02,5,2,3,62.4,56.0,8.07,8.11,5.05,13891.58546564285
1196,1.03,5,7,2,61.2,57.0,6.51,6.59,4.01,5761.7764535081
1197,1.57,4,3,5,61.7,58.0,7.47,7.56,4.64,10772.392829163964
1198,0.31,3,7,8,62.0,56.0,4.33,4.35,2.69,2610.188608451422
1199,0.5,4,7,3,61.1,59.0,5.08,5.04,3.09,1620.6775551418675
1200,0.3,5,6,4,62.4,57.0,4.29,4.24,2.66,391.75589317791537
1201,1.22,3,7,2,62.2,58.0,6.85,6.91,4.28,7165.376651840612
1202,0.27,3,5,6,61.9,58.0,4.17,4.2,2.59,626.7350821464074
1203,0.41,5,6,7,61.9,55.0,4.79,4.78,2.96,2740.2668851034914
1204,1.24,4,5,3,61.6,59.0,6.9,6.86,4.24,7333.3375544671935
1205,0.41,3,2,7,62.0,56.0,4.75,4.77,2.95,1208.6983412961783
1206,0.4,5,4,2,62.5,53.0,4.75,4.79,2.98,326.0
1207,1.01,5,5,3,62.0,57.0,6.38,6.42,3.97,5445.980738280685
1208,1.5,4,2,5,62.7,59.0,7.25,7.3,4.56,9775.467392319104
1209,0.56,5,7,2,61.3,56.0,5.3,5.33,3.26,1760.1224787069632
1210,0.36,5,2,5,62.1,57.0,4.54,4.58,2.83,326.0
1211,1.51,4,2,4,59.9,60.0,7.42,7.36,4.43,9438.885946683331
1212,1.3,3,2,5,62.1,59.0,6.97,7.01,4.34,7791.722878251275
1213,0.32,5,4,7,61.7,56.0,4.41,4.37,2.71,1442.5716458946645
1214,0.26,3,6,3,62.0,54.0,4.08,4.11,2.54,326.0
1215,1.51,3,6,2,61.8,57.0,7.34,7.32,4.53,9600.768361298346
1216,0.33,4,6,7,60.1,58.0,4.51,4.47,2.7,2068.813405721593
1217,1.34,5,4,5,62.7,57.0,7.04,7.1,4.43,9051.758027360047
1218,1.01,2,6,3,63.2,59.0,6.25,6.28,3.96,5369.330840531209
1219,1.0,4,4,4,60.0,59.0,6.54,6.46,3.9,5367.26522058821
1220,1.42,5,5,7,60.8,56.0,7.25,7.32,4.43,11239.978285238376
1221,0.9,4,3,4,61.2,61.0,6.18,6.08,3.75,4126.139654055441
1222,1.01,3,6,4,63.4,60.0,6.37,6.31,4.02,5841.326604388336
1223,0.36,4,7,4,60.5,58.0,4.63,4.6,2.79,1077.3637206476976
1224,0.7,4,6,3,59.1,62.0,5.8,5.74,3.41,2916.225791256863
1225,0.37,2,4,2,63.3,55.0,4.58,4.61,2.91,326.0
1226,0.91,3,6,3,63.3,56.0,6.12,6.17,3.89,4594.9490998221445
1227,0.8,5,3,4,62.8,57.0,5.91,5.87,3.7,3376.05639876258
1228,0.9,2,6,2,63.4,60.0,6.02,6.07,3.83,3840.5026721036174
1229,0.31,5,4,8,61.7,56.0,4.38,4.34,2.69,1861.3218293478637
1230,1.51,2,4,5,62.4,59.0,7.25,7.28,4.53,10313.309967926001
1231,1.11,4,2,2,61.5,58.0,6.65,6.61,4.08,4713.389636001907
1232,0.41,5,3,5,61.0,54.0,4.84,4.8,2.94,826.0875846568806
1233,1.01,3,1,2,62.8,59.0,6.34,6.37,3.99,3329.020830527275
1234,0.7,5,7,4,61.6,58.0,5.66,5.7,3.5,3881.7966790194296
1235,1.63,5,4,5,61.7,55.0,7.6,7.56,4.68,11824.761795868406
1236,1.61,4,7,2,61.3,58.0,7.56,7.49,4.61,10945.573712609508
1237,0.72,3,3,3,63.0,58.0,5.68,5.71,3.59,1931.1993371874187
1238,0.54,4,4,4,62.0,58.0,5.21,5.18,3.22,1422.9277806114255
1239,1.22,3,4,8,62.0,59.0,6.8,6.85,4.23,9232.883810361007
1240,0.33,4,4,8,59.4,59.0,4.54,4.49,2.68,1928.5203939702706
1241,1.34,3,4,4,60.7,59.0,7.04,7.07,4.28,8423.580440032649
1242,0.76,5,3,7,61.8,57.0,5.82,5.86,3.61,4608.9262848868575
1243,1.74,5,6,2,62.3,57.0,7.8,7.7,4.83,11878.195468700062
1244,0.32,5,4,3,61.3,57.0,4.37,4.4,2.69,326.0
1245,0.5,5,5,4,61.1,58.0,5.1,5.13,3.13,1605.6857892819112
1246,1.44,2,4,1,63.2,54.8,7.18,7.21,4.54,7660.84466073571
1247,0.7,1,2,3,65.2,58.0,5.6,5.56,3.64,1038.402991533517
1248,0.52,5,6,4,61.4,54.0,5.2,5.23,3.2,2137.6204689751467
1249,0.73,3,4,7,62.9,59.0,5.7,5.78,3.61,4330.232469319354
1250,1.23,4,3,5,61.1,58.0,6.91,6.86,4.21,7639.060022262038
1251,1.02,4,3,4,61.9,57.0,6.5,6.4,3.99,5189.007099672142
1252,1.0,5,6,3,61.6,55.0,6.45,6.43,3.97,5684.3906499347395
1253,0.7,3,7,3,61.1,58.0,5.66,5.73,3.48,3182.8406974657155
1254,1.5,3,6,2,62.8,57.0,7.17,7.23,4.52,9559.256002625127
1255,2.0,3,1,6,63.0,59.0,7.97,8.0,5.03,14572.329139655649
1256,0.3,3,4,4,63.1,56.0,4.28,4.25,2.69,326.0
1257,0.26,4,6,6,58.9,61.0,4.19,4.16,2.46,1111.040114409751
1258,0.58,4,6,3,62.7,58.0,5.33,5.32,3.34,1838.5287498972098
1259,0.4,3,5,5,60.4,61.0,4.74,4.77,2.87,1078.9720201274067
1260,0.26,5,7,5,62.0,55.0,4.12,4.1,2.55,1016.9851822811456
1261,1.0,1,3,2,65.1,58.0,6.27,6.15,4.05,3519.5930982101027
1262,0.52,1,5,5,57.2,59.0,5.35,5.39,3.07,1920.0781875283028
1263,1.02,4,7,2,59.7,60.0,6.58,6.55,3.92,5516.282161111238
1264,1.7,2,2,3,59.3,58.0,7.72,7.77,4.59,10591.072683209877
1265,1.01,4,3,2,61.6,61.0,6.39,6.31,3.91,4096.315716744792
1266,0.55,5,6,4,61.8,57.0,5.34,5.27,3.28,2225.9793372824442
1267,1.04,2,5,5,63.2,57.0,6.41,6.44,4.06,6284.309439556189
1268,1.02,4,7,4,62.9,60.0,6.42,6.37,4.02,6390.733442876575
1269,0.3,5,5,3,62.3,54.0,4.3,4.27,2.67,326.0
1270,0.97,5,5,1,60.7,56.0,6.43,6.41,3.9,4102.6383725276755
1271,0.31,5,6,4,62.0,55.0,4.35,4.33,2.69,533.3134375328486
1272,0.81,5,3,5,61.8,58.0,5.97,6.04,3.71,3991.6660218327315
1273,1.02,4,7,3,62.3,59.0,6.42,6.38,3.99,5965.990692400135
1274,0.3,4,2,7,61.1,59.0,4.31,4.33,2.64,519.7466769171456
1275,0.4,3,6,5,62.8,59.0,4.63,4.67,2.92,1352.4261542769827
1276,0.71,3,5,7,63.2,60.0,5.65,5.61,3.56,4427.142319821376
1277,0.7,4,4,3,61.5,58.0,5.69,5.76,3.52,2275.042775304112
1278,0.23,5,6,2,61.5,55.0,3.95,3.98,2.43,326.0
1279,1.09,5,4,5,62.3,55.0,6.59,6.63,4.12,6831.728790141332
1280,0.3,5,6,6,61.0,56.0,4.33,4.39,2.66,1501.7977806101842
1281,0.35,4,6,4,59.5,58.0,4.59,4.62,2.74,764.7143692678478
1282,1.13,5,5,4,62.1,56.0,6.65,6.71,4.15,7024.364956780558
1283,0.31,5,4,7,61.5,54.0,4.36,4.39,2.69,1448.471302180554
1284,1.33,5,2,4,61.1,54.0,7.14,7.15,4.37,7920.247915977783
1285,1.25,4,2,2,60.5,58.0,7.0,6.96,4.22,6002.299137177325
1286,2.0,1,3,3,61.2,50.0,8.17,8.08,4.97,13684.890210654044
1287,0.7,5,4,3,62.5,56.0,5.67,5.69,3.55,2381.018004461263
1288,0.39,2,5,4,64.3,55.0,4.56,4.64,2.96,343.5897585212865
1289,0.5,5,6,4,60.8,57.0,5.16,5.13,3.13,1926.1675758568617
1290,0.3,4,6,4,61.6,58.0,4.33,4.31,2.66,326.0
1291,1.37,5,1,4,63.0,57.0,7.11,7.05,4.46,7816.891383610412
1292,0.8,5,3,4,62.1,54.0,5.96,5.99,3.71,3470.6053900321676
1293,0.28,3,5,7,60.1,59.0,4.24,4.25,2.55,1295.4702820296673
1294,0.34,2,6,3,60.5,60.1,4.5,4.53,2.73,326.0
1295,0.3,3,6,4,62.6,58.0,4.25,4.28,2.67,326.0
1296,0.85,5,6,2,62.8,57.0,6.06,6.01,3.79,3752.9302784036363
1297,1.0,3,6,3,60.9,59.0,6.38,6.43,3.9,5459.898299077489
1298,0.41,4,4,4,62.6,59.0,4.73,4.76,2.97,363.4451040990025
1299,1.5,4,4,4,60.3,60.0,7.34,7.26,4.4,10012.858138665735
1300,0.72,3,3,2,63.3,57.0,5.7,5.67,3.6,1413.2548538268475
1301,0.33,4,4,5,62.0,59.0,4.42,4.36,2.72,326.0
1302,0.39,5,6,8,61.5,55.5,4.68,4.72,2.88,3141.761749050779
1303,0.4,5,6,4,61.4,57.0,4.78,4.75,2.92,1128.133483303129
1304,1.01,2,5,3,63.5,59.0,6.29,6.38,4.02,4988.465497663989
1305,1.02,5,2,2,60.6,56.0,6.57,6.53,3.97,4059.600399056398
1306,1.01,5,7,3,63.0,56.0,6.36,6.41,4.02,6053.195098400898
1307,0.7,5,5,3,61.8,56.0,5.68,5.75,3.53,2754.4276161502366
1308,0.57,3,5,4,59.5,57.0,5.39,5.43,3.22,2026.9573280667023
1309,1.5,3,5,3,63.9,58.0,7.12,7.16,4.56,9662.271724311324
1310,1.01,4,1,2,59.3,56.0,6.51,6.45,3.84,3667.548437305527
1311,0.51,5,7,4,61.2,55.0,5.17,5.13,3.15,2367.4480596773037
1312,1.0,4,6,2,61.7,58.0,6.39,6.34,3.93,5028.2923523004465
1313,0.71,4,6,7,62.5,57.0,5.67,5.62,3.53,4988.80055121421
1314,0.52,3,7,6,59.8,55.0,5.28,5.35,3.18,3258.564526990782
1315,0.4,2,2,8,62.3,62.0,4.69,4.72,2.93,1352.2321976315209
1316,0.81,4,2,6,62.9,59.0,5.95,5.84,3.71,3944.758948523903
1317,0.53,5,5,6,61.3,55.0,5.23,5.27,3.22,2879.6961981405325
1318,2.02,4,2,2,59.4,59.0,8.25,8.21,4.89,13284.478317020363
1319,2.11,5,2,3,61.0,57.0,8.37,8.29,5.08,14689.393828052187
1320,1.15,5,7,4,58.5,57.0,6.96,6.93,4.06,7887.684441871896
1321,0.7,4,2,6,60.1,59.0,5.8,5.72,3.46,3120.937856623029
1322,1.07,4,5,3,61.7,56.0,6.66,6.5,4.06,5775.997513622533
1323,0.56,5,3,3,61.9,54.0,5.3,5.33,3.29,971.3053657212677
1324,1.74,5,4,4,62.9,57.0,7.68,7.64,4.82,12288.661281917404
1325,0.31,3,4,6,62.2,56.0,4.31,4.34,2.69,641.1706357743105
1326,0.5,3,3,6,62.9,56.0,5.03,5.08,3.18,1685.5091350264065
1327,1.07,5,7,6,60.3,56.0,6.63,6.68,4.01,8191.007160929186
1328,0.3,4,4,5,61.8,59.0,4.37,4.34,2.69,326.0
1329,0.51,5,6,3,62.1,55.0,5.09,5.15,3.18,1541.5141323516505
1330,0.91,3,4,3,63.5,58.0,6.15,6.04,3.87,3850.2376090159073
1331,0.3,3,3,3,61.3,58.0,4.29,4.33,2.64,326.0
1332,0.7,5,5,4,61.0,55.0,5.74,5.79,3.52,3294.4195877349
1333,0.76,5,7,5,61.7,56.0,5.84,5.87,3.61,4916.9515730249805
1334,1.15,5,2,5,61.3,56.0,6.74,6.76,4.14,6758.593838287513
1335,1.47,4,1,2,60.0,58.0,7.36,7.31,4.4,7779.905917703106
1336,1.2,5,4,3,61.8,59.0,6.77,6.8,4.19,6797.293166348338
1337,1.07,5,6,3,60.4,57.0,6.62,6.56,3.98,6337.844782981394
1338,1.01,5,5,3,62.0,54.0,6.41,6.49,4.0,5499.317328679472
1339,0.28,4,4,6,60.2,60.0,4.24,4.26,2.56,558.019779983852
1340,2.27,4,3,2,60.7,59.0,8.5,8.45,5.15,15976.853302217922
1341,0.4,4,7,4,61.7,59.0,4.75,4.72,2.92,1279.9606551839893
1342,0.39,3,1,5,63.5,58.0,4.64,4.59,2.93,326.0
1343,1.14,4,3,2,60.6,59.0,6.8,6.77,4.11,5278.746454461248
1344,0.53,5,6,7,61.9,55.0,5.2,5.21,3.22,3679.184521084343
1345,0.4,5,2,2,61.0,58.0,4.74,4.77,2.9,326.0
1346,0.58,4,3,4,59.7,59.0,5.42,5.33,3.21,1510.9643108259102
1347,0.7,4,7,3,61.2,58.0,5.74,5.7,3.5,3222.866495769161
1348,0.55,5,3,8,61.5,55.0,5.25,5.29,3.25,3416.1841189685374
1349,0.72,3,2,4,63.3,57.0,5.66,5.72,3.6,2128.207089052852
1350,0.3,5,5,3,62.3,53.9,4.28,4.31,2.68,326.0
1351,1.02,5,3,3,61.9,57.0,6.46,6.4,3.98,4844.2589966497235
1352,0.51,3,2,3,63.5,55.0,5.07,5.11,3.23,326.0
1353,0.65,4,6,2,62.6,59.0,5.54,5.49,3.45,1891.8732620210842
1354,1.07,5,3,3,61.1,56.0,6.63,6.6,4.04,5329.0553979516835
1355,0.43,5,4,7,61.8,55.0,4.87,4.9,3.02,2249.6238191998273
