,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1350,0.3,5,5,3,62.3,53.9,4.28,4.31,2.68,-633.2815126405667
1351,1.02,5,3,3,61.9,57.0,6.46,6.4,3.98,5053.73579632888
1352,0.51,3,2,3,63.5,55.0,5.07,5.11,3.23,-57.65660744339766
1353,0.65,4,6,2,62.6,59.0,5.54,5.49,3.45,2083.1941243394813
1354,1.07,5,3,3,61.1,56.0,6.63,6.6,4.04,5493.081792710507
1355,0.43,5,4,7,61.8,55.0,4.87,4.9,3.02,2283.5895446727463
1356,0.32,4,2,8,60.3,58.0,4.41,4.45,2.67,1045.9114496448474
1357,0.28,3,5,4,62.7,58.0,4.14,4.15,2.6,-595.7121358638642
1358,1.7,3,4,4,62.6,57.0,7.6,7.67,4.78,11561.93164191138
1359,0.51,3,2,3,62.5,58.0,5.05,5.12,3.18,-57.65660744339766
1360,0.71,5,7,4,60.4,57.0,5.77,5.82,3.5,4132.509193160809
1361,0.4,4,6,4,62.0,58.0,4.73,4.69,2.92,933.6411355233786
1362,0.9,5,4,3,60.2,56.0,6.24,6.29,3.77,4319.087924475973
1363,0.59,2,5,5,60.5,61.0,5.43,5.5,3.31,2496.681177639917
1364,1.19,4,7,2,58.6,61.0,6.93,6.89,4.05,7147.913404724068
1365,0.51,4,4,4,61.3,59.0,5.17,5.11,3.15,1260.637288636959
1366,0.5,3,6,4,61.8,57.0,5.05,5.11,3.14,1657.1927676783016
1367,1.01,1,3,2,64.9,56.0,6.33,6.25,4.08,3821.716658073199
1368,0.63,4,6,5,60.4,58.0,5.59,5.64,3.39,3478.221215424888
1369,0.72,5,7,2,62.7,55.0,5.7,5.72,3.58,3173.2013993450946
1370,0.3,5,5,4,60.7,57.0,4.34,4.29,2.62,-109.69301609454578
1371,0.3,5,6,6,61.6,56.0,4.32,4.35,2.67,1257.2664964604937
1372,0.29,3,7,6,59.1,61.0,4.33,4.37,2.57,1178.8990954305027
1373,1.0,3,6,2,63.2,56.0,6.33,6.36,4.01,5003.475738402545
1374,1.17,5,4,5,61.7,57.0,6.71,6.75,4.15,7738.733298028805
1375,1.56,3,3,6,63.3,58.0,7.3,7.35,4.64,11059.157325671857
1376,0.56,5,6,3,62.7,57.0,5.27,5.23,3.29,1971.1001880069034
1377,0.41,3,2,2,63.5,57.0,4.72,4.7,2.99,-1459.9370967526747
1378,1.53,3,2,5,62.8,55.0,7.35,7.4,4.63,9952.178711833863
1379,0.52,3,1,3,62.5,59.0,5.14,5.16,3.22,-289.56992763007383
1380,0.4,5,1,3,61.4,55.0,4.75,4.8,2.93,-1033.719597729315
1381,1.0,4,5,4,59.0,59.0,6.54,6.51,3.85,5886.010572639918
1382,0.36,5,5,5,61.5,55.0,4.57,4.61,2.82,941.1106761094279
1383,0.41,5,6,4,61.8,57.0,4.76,4.78,2.95,1176.6506954080378
1384,0.9,4,3,3,61.4,60.0,6.13,6.08,3.75,3844.1650444046372
1385,1.59,4,4,3,62.3,60.0,7.49,7.42,4.64,10226.922313934114
1386,1.03,4,4,5,62.2,59.0,6.41,6.46,4.0,6353.424147551914
1387,0.38,4,4,5,61.9,56.0,4.68,4.63,2.88,641.9261945907447
1388,0.74,5,6,2,59.2,59.0,5.92,5.97,3.52,3029.1572784347445
1389,1.5,3,4,3,63.1,59.0,7.22,7.27,4.57,9280.959159838845
1390,1.01,2,6,3,59.3,64.0,6.47,6.49,3.84,5459.793073616558
1391,1.71,4,3,4,62.5,58.0,7.64,7.52,4.74,11485.158682333038
1392,0.9,3,4,4,61.3,59.0,6.15,6.21,3.79,4532.395699805327
1393,1.09,5,4,2,61.2,57.0,6.63,6.68,4.07,5465.0142141801425
1394,0.78,3,6,5,60.0,56.0,6.0,6.03,3.61,4641.118843961442
1395,0.32,5,7,4,61.5,56.0,4.41,4.44,2.72,705.6104213841081
1396,0.3,5,5,8,62.0,56.0,4.31,4.33,2.68,1984.6609700895333
1397,1.01,4,4,3,58.8,58.0,6.59,6.51,3.85,5130.508755907222
1398,0.32,5,7,6,61.7,55.0,4.39,4.42,2.72,1752.7874144761463
1399,1.05,4,3,4,62.7,59.0,6.49,6.43,4.05,5685.791530095545
1400,0.9,5,3,3,61.1,58.0,6.24,6.19,3.79,3999.3054050129704
1401,0.54,5,4,7,62.2,56.0,5.2,5.22,3.24,3250.1507367123286
1402,1.5,5,6,3,62.6,56.0,7.27,7.3,4.56,10230.804919981516
1403,1.01,2,7,3,62.9,57.0,6.34,6.37,4.0,5779.5755930795585
1404,1.76,5,5,2,62.6,55.0,7.69,7.64,4.8,11672.033085156962
1405,1.01,1,5,4,65.2,52.0,6.31,6.29,4.11,5508.458690091242
1406,1.03,5,3,2,60.5,57.0,6.58,6.52,3.96,4618.016499059186
1407,0.3,5,6,7,60.1,57.0,4.38,4.41,2.64,1780.8549930065146
1408,2.03,5,4,2,62.5,56.0,8.1,8.05,5.05,13724.718946154751
1409,0.54,4,2,7,60.8,61.0,5.28,5.22,3.19,2455.4453371779928
1410,1.01,4,7,2,58.3,59.0,6.67,6.63,3.88,5566.267817750204
1411,1.51,1,2,1,65.1,57.0,7.16,7.12,4.65,7371.805605880463
1412,0.56,3,6,5,62.7,60.0,5.25,5.28,3.3,2707.9964598822753
1413,0.47,4,4,4,61.0,59.0,5.03,5.0,3.06,909.1604915316548
1414,0.9,3,4,2,61.1,55.0,6.21,6.26,3.81,3485.2187067132872
1415,0.57,4,6,4,61.0,58.0,5.34,5.31,3.25,2427.4175232209145
1416,0.36,5,4,6,61.8,55.0,4.57,4.62,2.84,1144.9166531924457
1417,0.9,4,3,4,61.2,61.0,6.21,6.14,3.78,4367.753540950658
1418,0.8,2,5,4,60.5,62.3,5.97,6.01,3.62,3818.3458658967375
1419,0.5,5,6,6,61.7,55.7,5.09,5.12,3.13,3014.650481987008
1420,1.16,3,2,3,62.7,57.0,6.67,6.76,4.21,5653.841345517771
1421,0.54,5,4,2,62.3,58.0,5.17,5.2,3.23,632.2082539822295
1422,0.23,4,6,6,61.8,58.0,3.94,3.92,2.43,487.0417409178817
1423,0.96,4,7,2,59.1,58.0,6.53,6.44,3.83,5126.921821368576
1424,0.38,5,6,4,61.9,57.0,4.61,4.66,2.87,913.0430975790605
1425,0.32,5,4,6,61.2,56.0,4.42,4.41,2.7,793.4398560871432
1426,0.71,5,7,6,61.6,56.0,5.69,5.77,3.53,5179.686186252848
1427,1.05,4,5,5,62.3,55.0,6.57,6.49,4.07,6848.945065567566
1428,1.16,4,4,6,60.0,59.0,6.89,6.82,4.11,8019.3122346901655
1429,0.9,3,7,3,63.0,58.0,6.11,6.14,3.86,4968.154761648309
1430,0.41,2,5,4,59.7,63.0,4.8,4.85,2.88,391.4470941200352
1431,0.71,3,2,2,61.9,54.0,5.67,5.74,3.53,1176.1388815370956
1432,0.74,3,3,5,62.3,56.0,5.75,5.78,3.59,3330.2944884671324
1433,0.73,4,2,5,61.2,59.0,5.82,5.84,3.57,3077.78313033614
1434,1.16,5,3,2,61.1,56.0,6.78,6.79,4.15,5760.316089651418
1435,1.57,1,3,5,67.3,66.0,7.85,5.75,3.87,10313.157307185496
1436,0.3,3,7,4,62.9,58.0,4.23,4.26,2.67,219.5913016147888
1437,0.58,5,5,2,60.9,56.0,5.42,5.39,3.29,1303.4675705505342
1438,0.32,3,7,4,62.0,57.0,4.38,4.42,2.73,395.32970016744093
1439,1.51,5,2,3,62.7,57.0,7.35,7.3,4.59,9039.544041405836
1440,0.7,4,4,3,62.0,61.0,5.67,5.62,3.5,2406.5635783411253
1441,0.88,5,6,2,62.2,57.0,6.08,6.2,3.82,4259.326068303304
1442,0.7,5,4,3,62.2,56.0,5.72,5.69,3.55,2561.7039389494585
1443,0.25,5,5,7,62.3,56.0,4.01,4.03,2.5,1021.7264771618848
1444,0.7,3,5,4,62.4,59.0,5.64,5.71,3.54,3094.7942337418153
1445,1.07,5,4,2,61.7,57.0,6.55,6.59,4.05,5289.27581562749
1446,0.39,1,4,8,57.1,61.0,4.83,4.88,2.77,1835.1398016801286
1447,1.55,5,5,4,61.8,54.0,7.44,7.48,4.61,10873.956893446166
1448,1.18,5,2,4,62.3,56.0,6.76,6.73,4.21,6663.44896183311
1449,1.21,4,3,3,61.8,58.0,6.83,6.79,4.21,6568.110221970734
1450,0.27,5,2,5,62.1,54.0,4.16,4.18,2.59,-809.0596757665062
1451,0.35,5,3,6,62.5,57.0,4.54,4.48,2.82,737.2649344531192
1452,0.7,5,3,4,62.4,56.0,5.63,5.72,3.54,2765.509916032477
1453,0.91,4,2,4,62.4,61.0,6.18,6.16,3.85,4135.840220763983
1454,0.33,5,7,4,62.6,56.0,4.43,4.39,2.76,793.4796206604342
1455,2.14,4,2,3,61.3,61.0,8.32,8.28,5.09,14420.16323520602
1456,1.2,4,2,4,62.6,58.0,6.77,6.72,4.22,6684.046999777425
1457,0.3,3,3,7,62.6,56.0,4.25,4.28,2.67,511.2267134008425
1458,0.5,5,2,3,59.8,59.0,5.18,5.15,3.09,164.75491449694346
1459,0.55,5,4,4,62.2,54.0,5.27,5.28,3.28,1767.2544463505947
1460,2.01,3,3,4,63.5,59.0,7.92,7.86,5.01,13966.09430001447
1461,0.3,5,3,6,61.3,57.0,4.33,4.31,2.65,297.91893807149063
1462,1.65,4,7,3,60.4,60.0,7.63,7.58,4.59,11713.485067981068
1463,0.26,3,5,4,62.4,58.0,4.06,4.08,2.54,-771.4505344165163
1464,0.42,5,7,5,61.1,57.0,4.84,4.81,2.95,2107.8909106933843
1465,0.5,4,5,6,61.9,58.0,5.07,5.1,3.15,2539.7276019156725
1466,1.09,5,4,4,62.4,55.0,6.61,6.56,4.11,6512.191207272181
1467,0.41,4,4,3,61.3,58.0,4.76,4.8,2.93,-141.64320067231893
1468,1.06,4,5,3,58.4,61.0,6.73,6.69,3.92,5889.637271751852
1469,1.49,1,5,3,59.6,63.0,7.2,7.34,4.33,9202.591758808854
1470,0.37,3,5,4,59.2,61.0,4.63,4.69,2.76,195.1106576230659
1471,0.4,3,7,4,63.5,55.0,4.69,4.66,2.97,1098.2832943780468
1472,0.9,3,6,3,62.2,60.0,6.14,6.17,3.83,4648.372242185309
1473,0.35,3,3,3,61.3,55.0,4.55,4.58,2.8,-1143.781276401607
1474,1.51,3,6,4,62.4,59.0,7.26,7.36,4.56,10531.981894587194
1475,1.08,4,4,3,59.4,60.0,6.7,6.63,3.96,5745.593150841503
1476,0.38,5,5,5,62.4,54.0,4.64,4.68,2.91,1116.8490746620791
1477,1.06,5,2,4,61.4,57.0,6.57,6.52,4.02,5609.018570517201
1478,0.51,5,6,4,61.5,55.0,5.23,5.14,3.19,2055.342688171295
1479,1.0,1,5,3,64.8,58.0,6.26,6.21,4.04,4897.000994268898
1480,0.32,5,5,4,60.3,55.0,4.45,4.4,2.67,66.04538245810545
1481,1.02,4,5,4,62.4,59.0,6.4,6.45,4.01,6061.748971192568
1482,0.42,4,3,4,62.1,57.0,4.8,4.76,2.97,150.0319756870258
1483,1.02,4,4,2,62.3,58.1,6.41,6.38,4.0,4694.789458637528
1484,0.31,3,5,4,63.4,56.0,4.32,4.29,2.73,-332.1045380348869
1485,0.9,2,6,3,63.9,57.0,6.12,6.08,3.9,4493.231881576976
1486,1.05,5,5,4,59.1,57.0,6.67,6.66,3.94,6480.496929629882
1487,0.9,2,5,3,58.0,58.0,6.24,6.28,3.63,4173.449362113975
1488,0.33,5,7,6,60.9,57.0,4.46,4.48,2.72,1840.6566137524733
1489,0.4,3,6,5,60.1,58.0,4.72,4.76,2.85,1302.0892714610654
1490,1.37,5,4,2,62.8,57.0,7.12,7.06,4.45,7925.351793917262
1491,0.72,5,5,8,62.0,57.0,5.71,5.78,3.56,5675.167339695212
1492,1.08,5,2,4,61.6,56.0,6.63,6.59,4.07,5784.756969069855
1493,0.35,4,6,8,59.0,61.0,4.64,4.62,2.73,2588.64912532583
1494,2.02,4,3,2,61.5,58.0,8.14,8.1,4.99,13161.926866807093
1495,1.88,2,1,2,57.9,59.0,8.16,8.11,4.71,10981.912316795866
1496,1.52,5,3,4,61.8,55.1,7.38,7.42,4.58,9970.784256691184
1497,1.01,5,4,3,62.2,55.0,6.44,6.46,4.01,5285.649116515555
1498,0.56,5,4,5,60.7,57.0,5.27,5.34,3.22,2378.7121421729407
1499,0.96,4,6,2,62.8,60.0,6.3,6.24,3.94,4807.139301905576
1500,0.34,3,6,3,63.4,55.0,4.46,4.44,2.82,-272.30291728892826
1501,0.8,5,6,3,61.1,56.0,5.98,6.01,3.66,4079.96097063872
1502,0.3,5,7,5,61.0,57.0,4.31,4.32,2.63,1053.460519377475
1503,0.54,5,6,4,61.8,57.0,5.23,5.26,3.24,2318.950286000272
1504,0.71,2,4,4,63.5,59.0,5.63,5.67,3.59,2707.7405529468033
1505,1.01,3,5,4,61.5,57.0,6.4,6.48,3.96,5818.739411307908
1506,1.02,5,2,2,62.8,58.0,6.37,6.41,4.01,4210.36478031986
1507,2.01,3,2,4,62.1,60.0,7.96,8.01,4.96,13646.311780551472
1508,0.33,5,4,5,62.4,56.0,4.43,4.45,2.77,357.7205588174493
1509,0.44,5,4,3,62.7,57.0,4.82,4.85,3.03,277.1047577649915
1510,0.31,3,6,7,62.3,59.0,4.32,4.38,2.71,1558.4434710661735
1511,0.26,3,4,6,62.6,56.0,4.1,4.13,2.57,-44.05606078747769
1512,1.58,5,6,3,61.0,57.0,7.5,7.55,4.59,10933.758514192124
1513,0.32,5,6,2,61.6,56.0,4.4,4.43,2.72,-661.3490911709323
1514,0.31,2,4,3,63.3,57.0,4.3,4.33,2.73,-1330.6159146522423
1515,0.75,3,3,2,61.9,56.0,5.79,5.87,3.61,1847.3981981054003
1516,0.39,3,3,6,62.4,57.0,4.67,4.7,2.92,778.4610103417554
1517,0.41,5,6,6,62.8,54.0,4.77,4.72,2.98,2223.827688500076
1518,0.54,5,2,8,61.6,53.0,5.26,5.3,3.25,3134.174194332347
1519,0.55,5,7,6,61.5,56.0,5.26,5.28,3.24,3773.7789978316378
1520,0.35,5,3,7,62.6,57.0,4.47,4.45,2.79,1260.8534309991392
1521,1.82,3,4,2,61.3,58.0,7.83,7.94,4.83,11569.185040135248
1522,0.72,5,1,5,61.1,56.0,5.84,5.82,3.56,2825.2717722051475
1523,1.52,2,2,3,64.0,58.0,7.2,7.27,4.63,8661.992158857163
1524,0.4,2,5,7,60.6,62.0,4.71,4.73,2.86,1874.3433844817682
1525,0.3,4,5,8,61.6,58.0,4.34,4.3,2.66,1829.5206094812002
1526,1.2,5,3,3,60.8,57.0,6.9,6.88,4.19,6635.38138330274
1527,0.56,1,5,4,57.0,67.0,5.49,5.36,3.09,1554.3447226565895
1528,0.54,5,3,6,61.8,56.0,5.25,5.27,3.25,2406.779720703309
1529,1.55,5,4,5,62.0,57.0,7.37,7.42,4.58,11077.762870529185
1530,1.33,2,7,2,59.0,64.0,7.22,7.12,4.23,8067.801473375961
1531,0.37,4,3,4,61.4,58.0,4.64,4.61,2.84,-289.31402069460273
1532,0.37,4,7,4,60.5,59.0,4.66,4.69,2.83,989.8160571574026
1533,1.01,5,5,2,61.3,57.0,6.4,6.35,3.91,5081.843139432536
1534,1.19,3,7,2,63.5,57.0,6.67,6.75,4.26,6992.773044115735
1535,0.9,3,2,3,60.5,58.0,6.22,6.27,3.78,3369.2421643333037
1536,0.32,5,6,8,62.6,55.0,4.38,4.41,2.75,2480.181888105186
1537,0.67,2,1,5,64.2,55.6,5.54,5.57,3.57,1920.5046939985205
1538,0.4,2,7,4,63.5,55.0,4.66,4.69,2.97,943.1429337697127
1539,0.35,3,4,8,62.6,59.0,4.43,4.49,2.79,1793.9437257914924
1540,0.25,5,6,6,62.1,57.0,4.04,4.07,2.52,817.9205000788661
1541,2.38,4,3,5,60.9,59.0,8.62,8.59,5.24,17895.983530392878
1542,2.03,4,1,3,62.1,59.0,8.12,8.06,5.02,13133.819523703436
1543,1.08,5,6,7,61.0,56.0,6.66,6.62,4.05,8634.65253655992
1544,0.71,5,6,3,60.8,57.0,5.8,5.84,3.54,3289.138177151788
1545,1.01,4,5,2,61.3,60.0,6.43,6.4,3.93,4926.702778824203
1546,0.61,3,2,4,62.7,57.0,5.39,5.42,3.39,1344.6238818658785
1547,0.3,5,2,3,61.5,57.0,4.3,4.35,2.66,-1592.6290710295707
1548,0.48,5,5,7,62.0,55.0,4.99,5.04,3.11,3042.718060517376
1549,0.43,5,7,3,61.5,56.0,4.87,4.82,2.98,1148.5831168776695
1550,0.7,4,7,5,61.0,59.0,5.79,5.72,3.51,4413.08812982217
1551,2.17,5,2,3,60.4,56.0,8.36,8.43,5.07,14838.911193643335
1552,0.7,2,4,4,62.1,61.0,5.68,5.69,3.53,2619.87135367048
1553,1.73,5,5,5,62.1,57.0,7.73,7.64,4.77,12979.190976966043
1554,1.5,3,1,5,61.3,59.0,7.36,7.41,4.53,9368.788594541884
1555,0.75,4,2,3,62.5,58.0,5.77,5.82,3.62,2206.344535796752
1556,0.71,2,5,4,63.8,58.0,5.61,5.64,3.59,3027.5230724098055
1557,1.0,3,4,5,59.4,59.0,6.52,6.54,3.88,5934.676189114603
1558,1.02,2,3,2,57.9,61.0,6.75,6.68,3.89,4064.7262179578593
1559,0.7,4,6,3,60.7,58.0,5.74,5.73,3.48,3046.128617267128
1560,0.5,5,6,7,61.9,58.0,5.07,5.11,3.15,3538.238978533027
1561,2.15,4,3,2,62.8,58.0,8.22,8.17,5.15,14304.226457399325
1562,0.34,5,4,6,61.1,57.0,4.48,4.52,2.75,969.1782546397953
1563,0.84,3,2,6,61.7,56.0,6.03,6.07,3.74,4412.792458313408
1564,1.01,3,7,2,64.0,56.0,6.3,6.38,4.06,5411.127457141871
1565,0.51,4,6,2,61.8,58.0,5.11,5.08,3.15,853.0253344709217
1566,0.56,5,7,3,62.3,56.0,5.26,5.33,3.3,2290.8827074699057
1567,0.35,5,5,4,61.4,55.0,4.55,4.6,2.81,329.65298028708185
1568,1.05,4,7,3,61.6,61.0,6.55,6.5,4.02,6441.333111401529
1569,0.46,5,6,4,62.1,57.0,4.93,4.89,3.05,1615.9966917896654
1570,1.54,4,4,5,61.1,56.0,7.54,7.48,4.59,10834.75331064452
1571,0.3,5,5,7,61.6,55.0,4.33,4.37,2.68,1461.0724735435124
1572,0.7,5,4,2,61.8,53.0,5.73,5.69,3.53,2038.1154424034394
1573,0.31,2,3,5,64.0,59.0,4.25,4.28,2.73,-603.2214410232036
1574,0.4,3,6,6,63.6,55.0,4.67,4.7,2.98,1825.6777680070845
1575,1.01,5,7,3,60.8,56.0,6.54,6.48,3.96,6244.996674904558
1576,0.51,3,4,6,63.5,56.0,5.11,5.07,3.23,2152.673921120664
1577,0.9,1,7,4,57.5,66.0,6.3,6.25,3.61,5181.462536977664
1578,0.32,4,6,3,60.1,60.0,4.47,4.42,2.67,-292.90095523324635
1579,0.3,4,5,3,62.1,60.0,4.28,4.26,2.65,-788.4218732488998
1580,0.47,5,1,3,61.9,55.0,5.0,5.05,3.11,-418.6352027950352
1581,0.31,3,7,3,62.1,58.0,4.3,4.33,2.68,-216.12799565490423
1582,0.58,5,4,8,61.3,56.0,5.36,5.39,3.29,4125.21603036365
1583,0.4,5,5,7,61.3,56.0,4.76,4.73,2.91,2339.7644663067713
1584,0.23,3,6,7,61.3,58.0,3.94,3.96,2.42,855.4898768555677
1585,1.14,5,2,3,62.2,56.0,6.65,6.7,4.15,5788.383668181785
1586,0.58,4,5,4,62.2,55.0,5.4,5.31,3.33,2195.5042030342393
1587,1.37,4,1,2,60.7,60.0,7.19,7.07,4.33,6810.863874919925
1588,2.25,5,2,2,60.5,56.0,8.49,8.54,5.15,15018.276291307915
1589,1.09,5,5,3,62.0,56.0,6.56,6.61,4.08,6308.385230189162
1590,1.01,3,5,3,63.3,59.0,6.42,6.38,4.05,5295.150914761891
1591,1.59,4,7,2,59.4,61.0,7.62,7.56,4.51,10662.681375777096
1592,0.51,3,4,6,61.5,56.0,5.12,5.15,3.16,2152.673921120664
1593,0.51,4,3,2,62.9,56.0,5.08,5.06,3.19,-106.32222391808227
1594,0.32,5,6,4,62.1,55.0,4.36,4.4,2.72,385.8279019211068
1595,0.7,2,7,4,64.1,59.0,5.56,5.49,3.54,3579.218912059483
1596,1.24,4,6,2,60.8,57.0,6.98,6.94,4.23,7267.476881642695
1597,0.44,2,1,5,63.1,57.0,4.83,4.87,3.06,-100.48688935697191
1598,0.42,3,7,5,60.7,60.0,4.81,4.88,2.94,1797.610189476718
1599,1.01,4,5,4,62.8,59.0,6.41,6.33,4.0,5973.879771916241
1600,0.51,4,5,5,60.9,57.0,5.27,5.17,3.18,2104.0083046459786
1601,1.0,1,6,3,66.3,62.0,6.27,6.06,4.09,5216.783513731898
1602,0.52,3,4,3,60.6,61.0,5.17,5.19,3.14,669.7776307589302
1603,0.9,5,4,3,61.9,55.0,6.18,6.23,3.84,4319.087924475973
1604,0.42,5,4,5,61.0,56.0,4.82,4.86,2.95,1148.5433523043812
1605,0.3,3,7,3,60.6,60.0,4.3,4.32,2.61,-303.9971949312303
1606,0.93,4,5,2,59.5,60.0,6.39,6.36,3.79,4223.749184613598
1607,1.23,5,3,2,61.4,54.0,6.95,6.94,4.26,6375.4004845857
1608,0.56,5,6,4,60.9,56.0,5.35,5.32,3.25,2494.6886845529243
1609,0.32,2,3,3,63.5,57.0,4.34,4.39,2.77,-1562.5292348389175
1610,0.24,5,5,7,60.8,55.0,4.03,4.06,2.46,933.8572778855587
1611,1.1,4,7,2,62.4,58.0,6.57,6.6,4.11,6357.090611237136
1612,0.53,3,6,5,63.0,56.0,5.13,5.16,3.24,2444.388862053298
1613,2.01,3,6,2,62.0,61.0,8.04,8.1,5.0,13878.26486531144
1614,1.3,4,3,2,61.3,58.0,6.99,6.95,4.27,6835.344518911645
1615,2.0,3,3,3,60.9,58.0,8.07,8.15,4.94,13354.636604192126
1616,1.02,2,7,2,58.9,65.0,6.59,6.54,3.87,5343.856295809865
1617,1.0,4,6,2,58.5,59.0,6.62,6.51,3.84,5158.61609901088
1618,2.0,4,3,2,62.1,60.0,8.1,8.01,5.3,12986.188468254442
1619,0.3,4,7,4,60.9,58.0,4.35,4.32,2.64,374.73166222312284
1620,0.71,3,6,6,61.7,60.0,5.7,5.74,3.53,4549.622945573181
1621,1.0,5,4,5,62.5,54.0,6.4,6.44,4.01,6244.95691033127
1622,1.2,2,5,5,64.0,56.0,6.63,6.58,4.23,7856.702333495783
1623,0.43,4,4,4,61.2,58.0,4.9,4.84,2.98,557.6836944263523
1624,1.09,1,2,3,56.4,62.0,6.97,6.9,3.9,4728.476229366825
1625,0.72,5,4,5,62.7,55.0,5.71,5.68,3.57,3784.6193305941506
1626,1.07,4,6,2,61.3,59.0,6.64,6.58,4.05,5773.700493945158
1627,1.07,4,5,2,58.2,58.0,6.79,6.72,3.93,5453.917974482158
1628,0.73,5,7,4,62.3,54.0,5.77,5.8,3.6,4308.24759171346
1629,1.0,3,3,2,61.6,58.0,6.43,6.47,3.97,4044.128180013542
1630,0.74,4,7,5,62.3,58.0,5.79,5.77,3.6,4764.564926927471
1631,0.9,2,6,2,61.9,62.0,6.14,6.18,3.81,3969.643385030957
1632,0.53,5,5,8,61.9,54.0,5.22,5.25,3.24,4005.6525534450248
1633,0.98,1,4,1,58.7,57.0,6.54,6.43,3.8,3354.303083161205
1634,0.37,5,3,3,59.7,56.0,4.71,4.67,2.8,-657.7621566322896
1635,0.36,4,4,5,59.7,59.0,4.61,4.64,2.76,466.18779603809344
1636,1.86,4,3,2,62.3,57.0,7.85,7.82,4.88,11756.019678385883
1637,0.4,4,4,3,61.6,59.0,4.72,4.66,2.89,-229.5123999486441
1638,0.56,5,5,3,61.5,55.0,5.32,5.35,3.28,1651.3176685439012
1639,2.01,4,3,3,58.2,62.0,8.26,8.21,4.79,13597.646164076783
1640,0.78,3,3,5,61.9,57.1,5.87,5.95,3.66,3681.7712855724367
1641,0.32,4,7,3,60.4,58.0,4.44,4.47,2.69,26.881564229754986
1642,0.43,3,5,4,61.2,59.0,4.84,4.87,2.97,722.3258532810205
1643,1.02,4,3,4,61.0,58.0,6.56,6.49,3.98,5422.183932266567
1644,0.52,3,4,5,59.5,58.0,5.21,5.28,3.12,1716.9546238509702
1645,0.32,2,3,3,63.4,55.0,4.36,4.38,2.77,-1562.5292348389175
1646,1.15,4,4,3,62.6,58.0,6.71,6.65,4.18,6360.677545775781
1647,1.01,4,5,6,61.8,59.0,6.46,6.42,3.98,7021.056765008283
1648,1.02,3,1,2,63.4,56.0,6.42,6.36,4.05,3580.3015396401915
1649,1.02,4,5,5,61.9,58.0,6.45,6.5,4.01,6585.337467738589
1650,0.71,5,6,6,62.0,53.9,5.73,5.77,3.57,4859.903666789847
1651,0.32,5,6,4,62.1,55.0,4.39,4.43,2.74,385.8279019211068
1652,0.7,5,2,3,62.5,55.0,5.7,5.73,3.57,1922.1389000234558
1653,0.7,5,1,2,61.4,55.0,5.72,5.75,3.52,1078.7678840144345
1654,2.04,5,2,3,60.2,56.0,8.19,8.26,4.95,13696.611603051098
1655,0.52,3,4,3,61.7,57.0,5.13,5.16,3.17,669.7776307589302
1656,0.41,3,6,3,61.4,56.0,4.77,4.81,2.94,342.7814776453506
1657,2.5,4,3,1,59.9,60.0,8.75,8.67,5.22,16856.059935524703
1658,0.31,4,6,5,60.2,58.0,4.43,4.38,2.65,666.4068385824676
1659,1.27,3,2,4,63.3,63.0,6.87,6.82,4.33,7143.991034103374
1660,0.63,4,3,5,61.7,59.0,5.53,5.49,3.4,2518.8736570358833
1661,0.4,4,6,3,61.0,59.0,4.71,4.74,2.88,410.0526389773586
1662,0.91,3,4,3,60.2,58.0,6.29,6.31,3.79,4096.6764025356315
1663,0.31,3,6,3,62.8,57.0,4.32,4.34,2.72,-535.9105151179056
1664,1.2,4,4,5,62.5,59.0,6.72,6.64,4.19,7847.200535249449
1665,1.5,5,4,5,61.3,53.9,7.37,7.42,4.53,10638.416874147553
1666,0.77,2,7,2,63.8,58.0,5.78,5.81,3.7,3147.126313901723
1667,0.27,3,5,5,60.5,57.0,4.21,4.23,2.55,-159.99283859417028
1668,2.0,5,3,3,63.9,54.0,7.92,8.0,5.1,13664.917325408796
1669,0.34,5,6,5,62.8,56.0,4.46,4.49,2.81,1085.154797019779
1670,0.3,5,6,4,62.3,57.0,4.32,4.29,2.68,210.08950336845555
1671,0.32,5,6,4,62.0,55.0,4.38,4.46,2.74,385.8279019211068
1672,0.71,3,7,3,63.2,58.0,5.65,5.68,3.58,3298.6399753981223
1673,0.35,5,3,6,59.2,56.0,4.6,4.65,2.74,737.2649344531192
1674,1.53,4,3,4,59.8,58.0,7.49,7.52,4.49,9903.513095359174
1675,1.06,5,2,2,61.3,56.0,6.59,6.55,4.03,4561.8415774251625
1676,0.24,2,5,5,58.3,61.0,4.09,4.14,2.4,-578.7407970314807
1677,0.41,3,6,3,63.1,57.0,4.73,4.71,2.98,342.7814776453506
1678,0.9,3,7,3,59.4,62.0,6.19,6.24,3.69,4968.154761648309
1679,1.38,4,3,2,60.2,60.0,7.31,7.24,4.37,7538.29811312225
1680,0.31,3,4,4,62.6,57.0,4.3,4.32,2.7,-651.8870574978882
1681,1.02,4,2,2,61.2,59.0,6.51,6.46,3.97,4055.224419711525
1682,0.83,5,2,3,61.9,57.0,5.96,6.02,3.71,3064.43849061569
1683,1.02,4,5,2,62.0,59.0,6.42,6.33,3.95,5014.57197810053
1684,0.9,4,2,4,58.4,62.0,6.35,6.29,3.69,4047.9710214876577
1685,0.4,3,7,4,59.6,58.0,4.8,4.83,2.87,1098.2832943780468
1686,1.51,1,2,4,58.8,62.0,7.57,7.51,4.43,8942.571095518522
